case_id,t1_mean,t1_std,t1_min,t1_max,t1_median,t1_skew,t1_kurtosis,t1_p10,t1_p25,t1_p75,t1_p90,t1_contrast,t1_energy,t1_homogeneity,t1_correlation,t1_volume,t1ce_mean,t1ce_std,t1ce_min,t1ce_max,t1ce_median,t1ce_skew,t1ce_kurtosis,t1ce_p10,t1ce_p25,t1ce_p75,t1ce_p90,t1ce_contrast,t1ce_energy,t1ce_homogeneity,t1ce_correlation,t1ce_volume,t2_mean,t2_std,t2_min,t2_max,t2_median,t2_skew,t2_kurtosis,t2_p10,t2_p25,t2_p75,t2_p90,t2_contrast,t2_energy,t2_homogeneity,t2_correlation,t2_volume,flair_mean,flair_std,flair_min,flair_max,flair_median,flair_skew,flair_kurtosis,flair_p10,flair_p25,flair_p75,flair_p90,flair_contrast,flair_energy,flair_homogeneity,flair_correlation,flair_volume
BraTS20_Training_011,1.8499237298965454,0.28841277956962585,0.38631346821784973,3.143387794494629,1.840180516242981,0.04016109158355659,-0.09165989333048685,1.49366295337677,1.6443227529525757,2.0511043071746826,2.231895923614502,4.70895534907504,0.014789744280278683,0.5434035193648438,0.7782020624441196,4603.0,2.2163190841674805,1.1750235557556152,0.22931401431560516,9.26795768737793,1.8845388889312744,2.4963187947776064,6.252649355791121,1.4009901285171509,1.6055684089660645,2.1511106491088867,3.8311328887939453,4.046200731132558,0.06764780730009079,0.6829331765346398,0.8762709825353888,4603.0,2.978309154510498,0.6421728730201721,0.4806611239910126,5.885590076446533,2.951843023300171,0.34606470396756756,-0.18992460965597946,2.1767337322235107,2.4851105213165283,3.4185755252838135,3.8269662857055664,3.6143590430456243,0.018726058304309845,0.6396141098396421,0.8676059518291696,4603.0,4.876607894897461,1.2176433801651,0.6772839426994324,11.450065612792969,4.70987606048584,0.6774806233264115,0.5420544254058619,3.4424898624420166,3.960966110229492,5.732426166534424,6.423727512359619,3.344374113363301,0.020073307678103447,0.624202286151197,0.8648510477583695,4603.0
BraTS20_Training_012,1.7750765085220337,0.30681902170181274,0.5722289085388184,2.832350969314575,1.794604778289795,-0.4656998230717208,0.8856773735656578,1.3935127258300781,1.6036086082458496,1.9728679656982422,2.1256649494171143,6.101528866500303,0.010054726153612137,0.48539768126554095,0.8286514419955391,2307.0,2.047071695327759,0.6552874445915222,0.4055548906326294,5.772799968719482,1.9195390939712524,1.607546844847324,4.16554639082095,1.4300556182861328,1.6918723583221436,2.2211976051330566,2.875739812850952,5.692823759418388,0.02392382174730301,0.5549697245542738,0.8024369080344057,2307.0,2.8254234790802,0.7740234732627869,0.8679566383361816,6.031779766082764,2.7047975063323975,0.9577959367882861,1.1343660979863053,1.951392650604248,2.2547547817230225,3.254849672317505,3.8449056148529053,3.5400936117803212,0.013008170761168003,0.5753771211448266,0.9182280882387394,2307.0,4.50240421295166,1.327725887298584,0.6068667769432068,9.822550773620605,4.3449554443359375,0.4906117763546877,-0.1454720236095901,2.9015350341796875,3.469033718109131,5.418267726898193,6.355874061584473,5.451887679591891,0.009507759474217892,0.5096510301312258,0.8639112560005777,2307.0
BraTS20_Training_013,2.1363706588745117,0.6557509899139404,0.4347456097602844,3.633598566055298,2.3033063411712646,-0.5070646011858618,-0.8895488081711114,1.1114261150360107,1.6112468242645264,2.6724047660827637,2.8646435737609863,6.51732915667526,0.00746038556098938,0.5065684042772779,0.91953076746199,10496.0,2.1732177734375,0.6600472927093506,0.25023746490478516,6.023772239685059,2.293287754058838,0.024158846860101262,1.244153721532526,1.1427645683288574,1.8121598958969116,2.565229654312134,2.7953343391418457,4.680866640101158,0.023261837661266327,0.5990608843774902,0.8147281116856705,10496.0,3.677365779876709,1.6929577589035034,0.8727900385856628,8.993767738342285,3.1330621242523193,0.8951391279634769,-0.29899519321515955,1.9529200792312622,2.3729705810546875,4.8132643699646,6.393454551696777,6.473067405535403,0.01034918986260891,0.5369588113256413,0.9226126495291695,10496.0,4.393064022064209,1.1031724214553833,0.10091976076364517,11.413938522338867,4.3394904136657715,0.49622950621743855,0.5516426270645631,3.02827787399292,3.546664237976074,5.132316589355469,5.7879228591918945,4.097090936855238,0.017339762300252914,0.5585428073215211,0.777950160898163,10496.0
BraTS20_Training_014,1.4648898839950562,0.30651557445526123,-0.05671009421348572,2.7291438579559326,1.4320604801177979,0.5377820968757988,0.8972587129115621,1.1125818490982056,1.2659316062927246,1.623747706413269,1.866551399230957,4.1908202807971975,0.016381140798330307,0.5414766153556699,0.8203204023677099,9313.0,1.8942760229110718,0.8741083741188049,0.1271325647830963,7.0713210105896,1.5781570672988892,1.4270034267936569,1.7879605636814553,1.1175143718719482,1.3075294494628906,2.2288148403167725,3.2479867935180664,5.806057540394249,0.032878197729587555,0.6059105620962887,0.8105118808159729,9313.0,3.0876193046569824,0.8202463984489441,-0.39853182435035706,6.621054172515869,2.982391834259033,0.2929935761196629,0.02146423258281205,2.1333706378936768,2.5123980045318604,3.6646411418914795,4.210440158843994,4.639094438665779,0.014682402834296227,0.5629183226409645,0.8255535150740115,9313.0,4.199209213256836,0.9178845882415771,-0.32496383786201477,7.339674472808838,4.236268997192383,-0.3138959147755117,0.06742998810069167,3.0214128494262695,3.5073554515838623,4.921006202697754,5.37381649017334,4.8311959439161,0.011856630444526672,0.5289885416540181,0.8258879366662855,9313.0
BraTS20_Training_015,2.032128095626831,0.2868833541870117,0.6465872526168823,3.4436159133911133,2.014772415161133,0.23450146838107638,0.6834439503341492,1.698000431060791,1.8462766408920288,2.2034876346588135,2.405682325363159,4.5120683832865325,0.015555094927549362,0.5255317831556512,0.7792028946212176,8675.0,2.0382423400878906,0.6162288784980774,0.4912447929382324,9.458799362182617,1.900601863861084,3.8683073304497118,21.389036360053936,1.6032692193984985,1.7400422096252441,2.126574754714966,2.465533971786499,1.9946123430236185,0.11496584117412567,0.73796880746268,0.7841758675333355,8675.0,2.998950719833374,0.7159518599510193,-0.28570616245269775,6.604854106903076,3.0073728561401367,0.2640691024832315,0.4249290066172513,2.080329656600952,2.5230965614318848,3.40863037109375,3.906743288040161,3.639903916613548,0.020410649478435516,0.5978859104103162,0.8246449868589403,8675.0,4.320199489593506,0.8503021001815796,-0.12946943938732147,9.726200103759766,4.44789457321167,-0.1804182971737673,0.5916544347765451,3.1415934562683105,3.757572889328003,4.883328437805176,5.244419574737549,2.480955580726004,0.029907019808888435,0.6315769357380984,0.8291734555226837,8675.0
BraTS20_Training_016,2.4305081367492676,0.6923400163650513,0.5672683119773865,5.2018656730651855,2.2399048805236816,0.4634030283444993,-0.6902726271844286,1.6196354627609253,1.8844696283340454,3.0204687118530273,3.3898425102233887,2.0830188401205305,0.020988374948501587,0.6935081997154188,0.9516497101418845,28051.0,2.4485206604003906,1.2170466184616089,0.5182375907897949,7.574825286865234,1.9514272212982178,1.3994890759875513,1.3156879464358173,1.3758490085601807,1.6118360757827759,2.9932234287261963,4.317053318023682,3.329134824207358,0.030049998313188553,0.6590136175319118,0.9419578085878112,28051.0,3.463648557662964,0.787102222442627,-0.14840880036354065,6.505147457122803,3.559298276901245,-0.1980279410488843,-0.3183675196591338,2.3572561740875244,2.882091522216797,4.016412734985352,4.439666748046875,3.095268432175544,0.018837640061974525,0.6255245711905109,0.8858042903443512,28051.0,3.8520538806915283,0.8950299620628357,1.6145415306091309,8.130645751953125,3.716510772705078,0.506216736820443,-0.24283376752684616,2.7905080318450928,3.188178062438965,4.437997341156006,5.17652702331543,1.802418465995288,0.018857847899198532,0.6723410552463264,0.9505600690186968,28051.0
BraTS20_Training_017,1.885508418083191,0.32399964332580566,0.15492361783981323,5.367964267730713,1.8572851419448853,0.34627454463310936,0.7069438388874922,1.5040980577468872,1.6736278533935547,2.076261043548584,2.3164284229278564,1.465962662245147,0.04416413605213165,0.6709624288608971,0.8074777375789876,7491.0,1.8635302782058716,0.6507841348648071,0.5270191431045532,6.741318702697754,1.7103937864303589,2.669521580566488,8.849910191737706,1.3560142517089844,1.52054762840271,1.9761784076690674,2.381183624267578,3.093601442029467,0.049346666783094406,0.6554371586751416,0.8543002288460783,7491.0,3.4568114280700684,0.8180972933769226,-0.3681105673313141,6.759901523590088,3.4498820304870605,0.09643352207570613,-0.13039721929814752,2.40116286277771,2.9091362953186035,3.9742414951324463,4.547759532928467,3.496838929585465,0.016399698331952095,0.5912440750215578,0.8633761215153205,7491.0,4.52536678314209,0.8211736679077148,0.47442036867141724,8.083706855773926,4.622188091278076,-0.4390918135122524,-0.17942347915793588,3.350609540939331,3.986398696899414,5.116690635681152,5.540550231933594,3.5262165487647508,0.017798952758312225,0.5880097859399962,0.8433123203020411,7491.0
BraTS20_Training_018,2.443650960922241,0.3180237412452698,0.9169524908065796,3.460376262664795,2.4973323345184326,-0.6552785597845031,0.3459698934626494,1.9952324628829956,2.258629083633423,2.6619551181793213,2.801884651184082,5.853425567534941,0.012012430466711521,0.5077361334949863,0.8050914264661106,341.0,2.396082639694214,0.608802855014801,0.8230230808258057,8.069997787475586,2.33400297164917,4.035540665108424,21.58038323960417,1.9329845905303955,2.147815704345703,2.498706817626953,2.670571804046631,2.866812987420417,0.08304955810308456,0.6998994844816353,0.7907931319561394,341.0,2.912156820297241,0.7154487371444702,1.137475848197937,6.552834987640381,2.7432920932769775,1.2654225252431655,1.8184072556117732,2.1966311931610107,2.4187123775482178,3.2045373916625977,3.922029733657837,6.401134883750274,0.016257118433713913,0.5387763140913394,0.8101837914120037,341.0,4.326691150665283,0.7708461880683899,0.794389009475708,9.339532852172852,4.221668243408203,0.8657110892897134,1.7115876361266045,3.4685888290405273,3.775968074798584,4.774950981140137,5.297495365142822,3.9389365624901984,0.022111957892775536,0.5727272691850758,0.7514048035537289,341.0
BraTS20_Training_019,2.0820822715759277,0.3409900367259979,0.6457865238189697,4.430152416229248,2.087449550628662,-0.015205197267989828,1.5642755379927147,1.6721879243850708,1.875901222229004,2.306833028793335,2.4948761463165283,3.49230522695143,0.0191681869328022,0.5462526254147592,0.7782573834866208,10734.0,2.3979482650756836,0.8634849190711975,0.20958611369132996,9.18202018737793,2.161604166030884,1.2785706488151671,2.5204079229125282,1.5725741386413574,1.8191449642181396,2.812276840209961,3.65472674369812,3.2577632734792132,0.03356733173131943,0.6127174454197799,0.8186981738424857,10734.0,3.609121322631836,1.0171866416931152,-0.38022205233573914,7.775748252868652,3.473128080368042,0.6171635696450997,1.1040253394410184,2.4881911277770996,2.9374606609344482,4.181591510772705,4.907334804534912,4.196022464449925,0.016768336296081543,0.5756543546319223,0.8604068512287174,10734.0,5.105342388153076,1.4036680459976196,-0.3754066228866577,9.91311264038086,5.261542797088623,-0.14691916267184008,-0.578073325065676,3.189347982406616,3.9718549251556396,6.145485877990723,6.841047763824463,5.558681161202912,0.010239312425255775,0.520879560748104,0.8453618433196641,10734.0
BraTS20_Training_020,1.6845455169677734,0.402484655380249,-0.3652617931365967,3.8496525287628174,1.640805721282959,0.623416787171034,1.813440608513039,1.2352468967437744,1.4235420227050781,1.9087640047073364,2.198448896408081,2.948865498561645,0.021944353356957436,0.5865637506861671,0.8335260177070294,91299.0,1.9448893070220947,0.7440247535705566,-0.230031818151474,7.426313400268555,1.840306282043457,1.4448591887148752,3.773791381658415,1.1436830759048462,1.475718379020691,2.243957042694092,2.829901933670044,3.4146714857452025,0.026745786890387535,0.6029767516061069,0.813358479813257,91299.0,2.870042085647583,0.9622106552124023,-0.3780415654182434,7.478262901306152,2.7611582279205322,0.3938386200018228,0.49868740209425777,1.8144155740737915,2.2130441665649414,3.4089298248291016,4.172967910766602,3.3789462162003474,0.015665177255868912,0.5760960745448706,0.8836356162979085,91299.0,3.8145341873168945,0.9301227331161499,-0.31158512830734253,8.344945907592773,3.890491485595703,-0.4210344317129469,0.351102867832076,2.590750217437744,3.2216925621032715,4.458339691162109,4.950474739074707,4.334483157319482,0.014882517978549004,0.543523895942423,0.8057896015795757,91299.0
BraTS20_Training_021,2.691488027572632,0.3718937337398529,0.809258759021759,3.7443606853485107,2.662588596343994,0.015397664891256945,-0.6278976098280777,2.225107431411743,2.400099754333496,2.98871111869812,3.1955204010009766,6.794774371308449,0.010131532326340675,0.5017695678416536,0.7813068601977236,2666.0,2.710620164871216,0.5470027327537537,1.1414482593536377,7.9904022216796875,2.6100616455078125,1.6101957120972448,4.023972500526004,2.1708500385284424,2.335554361343384,2.918882131576538,3.3992695808410645,2.21238841417653,0.046007443219423294,0.6748819434171759,0.8217280667370696,2666.0,2.475917339324951,0.4727504253387451,0.9878517389297485,5.434047698974609,2.413990020751953,0.5408901334571785,0.21532274956330433,1.9106471538543701,2.141345977783203,2.770524501800537,3.127058982849121,4.732506698792349,0.015538784675300121,0.5508944534738917,0.7835470280990603,2666.0,3.7388863563537598,0.6554087400436401,0.3660564422607422,6.787024974822998,3.6150357723236084,0.6633681656694376,0.1098675318739728,2.999115467071533,3.2608816623687744,4.123169898986816,4.70829439163208,3.996662764409848,0.017384789884090424,0.5525815129955907,0.8014534232828414,2666.0
BraTS20_Training_022,1.8378722667694092,0.35068750381469727,0.5307470560073853,3.0554604530334473,1.8190172910690308,0.084628810343972,-0.08418592112153345,1.3969978094100952,1.611709475517273,2.0633444786071777,2.307671546936035,5.694158585796686,0.00924752838909626,0.490803075282475,0.8470715270805361,12416.0,2.2632646560668945,1.1688884496688843,0.261764258146286,9.689643859863281,1.844367265701294,1.8167090985518448,3.3281077978537112,1.3270962238311768,1.5179938077926636,2.540219783782959,4.0366106033325195,3.9594374536427495,0.04819764941930771,0.6522777253932854,0.8667524148584046,12416.0,3.601461887359619,0.911406934261322,-0.17819508910179138,7.990749359130859,3.656627655029297,-0.07631151355056204,0.06735911512621051,2.3646271228790283,2.9926111698150635,4.233138084411621,4.701552391052246,4.236622282714961,0.016583183780312538,0.581138330889554,0.8239756039172261,12416.0,4.749181747436523,1.191914439201355,-0.39370661973953247,10.65750503540039,4.954970836639404,-0.4234044857548665,1.0582295274968585,3.1448588371276855,4.002280235290527,5.540194988250732,5.948491096496582,4.843622009269893,0.020945090800523758,0.5564467720593013,0.7847255527257866,12416.0
BraTS20_Training_023,2.791213035583496,0.330454558134079,1.490828514099121,4.5722174644470215,2.7925374507904053,0.3721831063612387,1.365567980573874,2.3857533931732178,2.5891454219818115,2.985759735107422,3.1688127517700195,4.088466340750529,0.01481061615049839,0.5221764270136854,0.8164333958793965,6589.0,3.003746271133423,1.0835802555084229,0.4737685024738312,8.922248840332031,2.5910274982452393,1.7642467098259444,2.9219145629316188,2.1319453716278076,2.323800563812256,3.289928436279297,4.646618843078613,4.146536040010687,0.044518858194351196,0.6172167265939873,0.8696530224751993,6589.0,2.4963579177856445,1.2204793691635132,0.0702604204416275,8.194375991821289,2.074153184890747,1.7786902222305494,2.9692187265431684,1.4896844625473022,1.7109476327896118,2.7922146320343018,4.441251754760742,2.292488398963542,0.02939142845571041,0.6322518320711231,0.9473801821697276,6589.0,4.6523237228393555,1.8482170104980469,0.9405660033226013,12.570352554321289,4.09186315536499,1.663733562196318,2.2610202996813387,3.073586940765381,3.4701788425445557,5.013671398162842,7.736220359802246,2.3506067280104617,0.023926066234707832,0.6187764246152634,0.9517278310319301,6589.0
